,names,speed,lattitude,Longitude,fc,le,qd,cn,ff,jf,sp,ty
0,Brown Road,17.0,"[30.90879, 30.90871, 30.9086]","[75.86399, 75.86401, 75.86401]",3,0.02126,+,0.7,24.0,3.88888,17.0,TR
1,Janakpuri Road,18.31,"[30.9086, 30.90848, 30.90782]","[75.86401, 75.864, 75.86386]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
2,Janakpuri Road,18.31,"[30.90782, 30.90761]","[75.86386, 75.86383]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
3,Janakpuri Road,18.31,"[30.90761, 30.90742]","[75.86383, 75.8638]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
4,Janakpuri Road,18.31,"[30.90742, 30.90728, 30.90717]","[75.8638, 75.86378, 75.86377]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
5,Janakpuri Road,18.31,"[30.90717, 30.90706, 30.90692, 30.90685]","[75.86377, 75.86377, 75.86379, 75.86381]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
6,Janakpuri Road,18.31,"[30.90685, 30.90674, 30.90661]","[75.86381, 75.86386, 75.86394]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
7,Janakpuri Road,18.31,"[30.90661, 30.90653]","[75.86394, 75.86398]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
8,Janakpuri Road,18.31,"[30.90653, 30.90634, 30.90624]","[75.86398, 75.8641, 75.86415]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
9,Janakpuri Road,18.31,"[30.90624, 30.90596]","[75.86415, 75.86425]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
10,Janakpuri Road,18.31,"[30.90596, 30.90588]","[75.86425, 75.86428]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
11,Janakpuri Road,18.31,"[30.90588, 30.90558]","[75.86428, 75.86447]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
12,Janakpuri Road,18.31,"[30.90558, 30.90531]","[75.86447, 75.8646]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
13,Janakpuri Road,18.31,"[30.90531, 30.90508]","[75.8646, 75.8647]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
14,Janakpuri Road,18.31,"[30.90508, 30.90492]","[75.8647, 75.86477]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
15,Janakpuri Road,18.31,"[30.90492, 30.90459]","[75.86477, 75.86495]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
16,Janakpuri Road,18.31,"[30.90459, 30.90415]","[75.86495, 75.86516]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
17,Janakpuri Road,18.31,"[30.90415, 30.90398]","[75.86516, 75.86524]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
18,Janakpuri Road,18.31,"[30.90398, 30.90371]","[75.86524, 75.86534]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
19,Janakpuri Road,18.31,"[30.90371, 30.9033]","[75.86534, 75.86553]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
20,Janakpuri Road,18.31,"[30.9033, 30.90323]","[75.86553, 75.86556]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
21,Janakpuri Road,18.31,"[30.90323, 30.90304]","[75.86556, 75.86566]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
22,Janakpuri Road,18.31,"[30.90304, 30.90299]","[75.86566, 75.86568]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
23,Janakpuri Road,18.31,"[30.90299, 30.90279]","[75.86568, 75.86576]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
24,Janakpuri Road,18.31,"[30.90279, 30.90246]","[75.86576, 75.8659]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
25,Janakpuri Road,18.31,"[30.90246, 30.90206]","[75.8659, 75.86607]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
26,Janakpuri Road,18.31,"[30.90206, 30.90174]","[75.86607, 75.86621]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
27,Janakpuri Road,18.31,"[30.90174, 30.90143]","[75.86621, 75.86636]",3,0.84554,+,0.74,25.0,3.56698,18.31,TR
28,Janakpuri Road,10.0,"[30.90143, 30.90174]","[75.86636, 75.86621]",3,0.03724,-,0.71,20.0,4.71428,10.0,TR
29,Brown Road,16.0,"[30.90174, 30.90206]","[75.86621, 75.86607]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
30,Brown Road,16.0,"[30.90206, 30.90246]","[75.86607, 75.8659]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
31,Brown Road,16.0,"[30.90246, 30.90279]","[75.8659, 75.86576]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
32,Brown Road,16.0,"[30.90279, 30.90299]","[75.86576, 75.86568]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
33,Brown Road,16.0,"[30.90299, 30.90304]","[75.86568, 75.86566]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
34,Brown Road,16.0,"[30.90304, 30.90323]","[75.86566, 75.86556]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
35,Brown Road,16.0,"[30.90323, 30.9033]","[75.86556, 75.86553]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
36,Brown Road,16.0,"[30.9033, 30.90371]","[75.86553, 75.86534]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
37,Brown Road,16.0,"[30.90371, 30.90398]","[75.86534, 75.86524]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
38,Brown Road,16.0,"[30.90398, 30.90415]","[75.86524, 75.86516]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
39,Brown Road,16.0,"[30.90415, 30.90459]","[75.86516, 75.86495]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
40,Brown Road,16.0,"[30.90459, 30.90492]","[75.86495, 75.86477]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
41,Brown Road,16.0,"[30.90492, 30.90508]","[75.86477, 75.8647]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
42,Brown Road,16.0,"[30.90508, 30.90531]","[75.8647, 75.8646]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
43,Brown Road,16.0,"[30.90531, 30.90558]","[75.8646, 75.86447]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
44,Brown Road,16.0,"[30.90558, 30.90588]","[75.86447, 75.86428]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
45,Brown Road,16.0,"[30.90588, 30.90596]","[75.86428, 75.86425]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
46,Brown Road,16.0,"[30.90596, 30.90624]","[75.86425, 75.86415]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
47,Brown Road,16.0,"[30.90624, 30.90634, 30.90653]","[75.86415, 75.8641, 75.86398]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
48,Brown Road,16.0,"[30.90653, 30.90661]","[75.86398, 75.86394]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
49,Brown Road,16.0,"[30.90661, 30.90674, 30.90685]","[75.86394, 75.86386, 75.86381]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
50,Brown Road,16.0,"[30.90685, 30.90692, 30.90706, 30.90717]","[75.86381, 75.86379, 75.86377, 75.86377]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
51,Brown Road,16.0,"[30.90717, 30.90728, 30.90742]","[75.86377, 75.86378, 75.8638]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
52,Brown Road,16.0,"[30.90742, 30.90761]","[75.8638, 75.86383]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
53,Brown Road,16.0,"[30.90761, 30.90782]","[75.86383, 75.86386]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
54,Brown Road,16.0,"[30.90782, 30.90848, 30.9086]","[75.86386, 75.864, 75.86401]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
55,Brown Road,16.0,"[30.9086, 30.90871, 30.90879]","[75.86401, 75.86401, 75.86399]",3,0.82957,-,0.7,27.0,2.9,16.0,TR
56,Bhamian Road,17.98,"[30.91086, 30.91085]","[75.92561, 75.92516]",4,0.06409,+,0.73,25.0,2.14589,17.98,TR
57,Bhamian Road,17.98,"[30.91085, 30.91084]","[75.92516, 75.92494]",4,0.06409,+,0.73,25.0,2.14589,17.98,TR
58,Ludhiana,16.16,"[30.91084, 30.91084]","[75.92494, 75.92419]",4,0.9988,+,0.75,24.0,2.69121,16.16,TR
59,Ludhiana,16.16,"[30.91084, 30.91084]","[75.92419, 75.92394]",4,0.9988,+,0.75,24.0,2.69121,16.16,TR
60,Ludhiana,16.16,"[30.91084, 30.91084]","[75.92394, 75.92358]",4,0.9988,+,0.75,24.0,2.69121,16.16,TR
61,Ludhiana,16.16,"[30.91084, 30.91084]","[75.92358, 75.92341]",4,0.9988,+,0.75,24.0,2.69121,16.16,TR
62,Ludhiana,16.16,"[30.91084, 30.91084, 30.91085, 30.91087, 30.91093, 30.91123]","[75.92341, 75.92326, 75.9232, 75.92316, 75.92315, 75.92313]",4,0.9988,+,0.75,24.0,2.69121,16.16,TR
63,Ludhiana,16.16,"[30.91123, 30.91123]","[75.92313, 75.92261]",4,0.9988,+,0.75,24.0,2.69121,16.16,TR
64,Ludhiana,16.16,"[30.91123, 30.91125]","[75.92261, 75.92224]",4,0.9988,+,0.75,24.0,2.69121,16.16,TR
65,Ludhiana,16.16,"[30.91125, 30.91126]","[75.92224, 75.92174]",4,0.9988,+,0.75,24.0,2.69121,16.16,TR
66,Ludhiana,16.16,"[30.91126, 30.91128]","[75.92174, 75.92127]",4,0.9988,+,0.75,24.0,2.69121,16.16,TR
67,Ludhiana,16.16,"[30.91128, 30.91128]","[75.92127, 75.92121]",4,0.9988,+,0.75,24.0,2.69121,16.16,TR
68,Ludhiana,16.16,"[30.91128, 30.91128]","[75.92121, 75.92081]",4,0.9988,+,0.75,24.0,2.69121,16.16,TR
69,Ludhiana,16.16,"[30.91128, 30.91128]","[75.92081, 75.92045]",4,0.9988,+,0.75,24.0,2.69121,16.16,TR
70,Ludhiana,16.16,"[30.91128, 30.91128]","[75.92045, 75.92036]",4,0.9988,+,0.75,24.0,2.69121,16.16,TR
71,Ludhiana,16.16,"[30.91128, 30.91128]","[75.92036, 75.92016]",4,0.9988,+,0.75,24.0,2.69121,16.16,TR
72,Ludhiana,16.16,"[30.91128, 30.91129]","[75.92016, 75.91988]",4,0.9988,+,0.75,24.0,2.69121,16.16,TR
73,Ludhiana,16.16,"[30.91129, 30.91131]","[75.91988, 75.9191]",4,0.9988,+,0.75,24.0,2.69121,16.16,TR
74,Ludhiana,16.16,"[30.91131, 30.91132]","[75.9191, 75.91887]",4,0.9988,+,0.75,24.0,2.69121,16.16,TR
75,Ludhiana,16.16,"[30.91132, 30.91135]","[75.91887, 75.918]",4,0.9988,+,0.75,24.0,2.69121,16.16,TR
76,Ludhiana,16.16,"[30.91135, 30.91135]","[75.918, 75.91782]",4,0.9988,+,0.75,24.0,2.69121,16.16,TR
77,Ludhiana,16.16,"[30.91135, 30.91134]","[75.91782, 75.9177]",4,0.9988,+,0.75,24.0,2.69121,16.16,TR
78,Ludhiana,16.16,"[30.91134, 30.91127, 30.91115]","[75.9177, 75.91753, 75.91732]",4,0.9988,+,0.75,24.0,2.69121,16.16,TR
79,Ludhiana,16.16,"[30.91115, 30.9106]","[75.91732, 75.91632]",4,0.9988,+,0.75,24.0,2.69121,16.16,TR
80,Ludhiana,16.16,"[30.9106, 30.91036]","[75.91632, 75.91586]",4,0.9988,+,0.75,24.0,2.69121,16.16,TR
81,Ludhiana,16.16,"[30.91036, 30.91014]","[75.91586, 75.91544]",4,0.9988,+,0.75,24.0,2.69121,16.16,TR
82,Ludhiana,16.16,"[30.91014, 30.91007]","[75.91544, 75.91531]",4,0.9988,+,0.75,24.0,2.69121,16.16,TR
83,Jamalpur Village Road,17.65,"[30.91007, 30.90966]","[75.91531, 75.91446]",4,0.96228,+,0.77,29.0,5.30384,17.65,TR
84,Jamalpur Village Road,17.65,"[30.90966, 30.90949]","[75.91446, 75.91413]",4,0.96228,+,0.77,29.0,5.30384,17.65,TR
85,Jamalpur Village Road,17.65,"[30.90949, 30.90941]","[75.91413, 75.91397]",4,0.96228,+,0.77,29.0,5.30384,17.65,TR
86,Jamalpur Village Road,17.65,"[30.90941, 30.90908]","[75.91397, 75.91332]",4,0.96228,+,0.77,29.0,5.30384,17.65,TR
87,Jamalpur Village Road,17.65,"[30.90908, 30.90858]","[75.91332, 75.91234]",4,0.96228,+,0.77,29.0,5.30384,17.65,TR
88,Jamalpur Village Road,17.65,"[30.90858, 30.90837]","[75.91234, 75.91192]",4,0.96228,+,0.77,29.0,5.30384,17.65,TR
89,Jamalpur Village Road,17.65,"[30.90837, 30.90828]","[75.91192, 75.91175]",4,0.96228,+,0.77,29.0,5.30384,17.65,TR
90,Jamalpur Village Road,17.65,"[30.90828, 30.90794]","[75.91175, 75.91107]",4,0.96228,+,0.77,29.0,5.30384,17.65,TR
91,Jamalpur Village Road,17.65,"[30.90794, 30.90771]","[75.91107, 75.91064]",4,0.96228,+,0.77,29.0,5.30384,17.65,TR
92,Jamalpur Village Road,17.65,"[30.90771, 30.90765]","[75.91064, 75.91053]",4,0.96228,+,0.77,29.0,5.30384,17.65,TR
93,Jamalpur Village Road,17.65,"[30.90765, 30.90747]","[75.91053, 75.91019]",4,0.96228,+,0.77,29.0,5.30384,17.65,TR
94,Jamalpur Village Road,17.65,"[30.90747, 30.9074]","[75.91019, 75.91005]",4,0.96228,+,0.77,29.0,5.30384,17.65,TR
95,Jamalpur Village Road,17.65,"[30.9074, 30.90734]","[75.91005, 75.90994]",4,0.96228,+,0.77,29.0,5.30384,17.65,TR
96,Jamalpur Village Road,17.65,"[30.90734, 30.90699]","[75.90994, 75.90926]",4,0.96228,+,0.77,29.0,5.30384,17.65,TR
97,Jamalpur Village Road,17.65,"[30.90699, 30.90693]","[75.90926, 75.90915]",4,0.96228,+,0.77,29.0,5.30384,17.65,TR
98,Jamalpur Village Road,17.65,"[30.90693, 30.90678]","[75.90915, 75.90888]",4,0.96228,+,0.77,29.0,5.30384,17.65,TR
99,Jamalpur Village Road,17.65,"[30.90678, 30.90665]","[75.90888, 75.90862]",4,0.96228,+,0.77,29.0,5.30384,17.65,TR
100,Jamalpur Village Road,17.65,"[30.90665, 30.90635, 30.90614]","[75.90862, 75.9081, 75.90764]",4,0.96228,+,0.77,29.0,5.30384,17.65,TR
101,Jamalpur Village Road,17.65,"[30.90614, 30.90578]","[75.90764, 75.90692]",4,0.96228,+,0.77,29.0,5.30384,17.65,TR
102,Jamalpur Village Road,17.65,"[30.90578, 30.90568]","[75.90692, 75.90672]",4,0.96228,+,0.77,29.0,5.30384,17.65,TR
103,Jamalpur Village Road,17.65,"[30.90568, 30.90565]","[75.90672, 75.90665]",4,0.96228,+,0.77,29.0,5.30384,17.65,TR
104,Tajpur Road/NH-95,19.63,"[30.90565, 30.90556]","[75.90665, 75.90647]",4,0.58686,+,0.77,35.0,4.7651,19.63,TR
105,Tajpur Road/NH-95,19.63,"[30.90556, 30.90537]","[75.90647, 75.9061]",4,0.58686,+,0.77,35.0,4.7651,19.63,TR
106,Tajpur Road/NH-95,19.63,"[30.90537, 30.90528]","[75.9061, 75.90592]",4,0.58686,+,0.77,35.0,4.7651,19.63,TR
107,Tajpur Road/NH-95,19.63,"[30.90528, 30.90523]","[75.90592, 75.90583]",4,0.58686,+,0.77,35.0,4.7651,19.63,TR
108,Tajpur Road/NH-95,19.63,"[30.90523, 30.90497, 30.90458]","[75.90583, 75.90533, 75.9046]",4,0.58686,+,0.77,35.0,4.7651,19.63,TR
109,Tajpur Road/NH-95,19.63,"[30.90458, 30.90412]","[75.9046, 75.90377]",4,0.58686,+,0.77,35.0,4.7651,19.63,TR
110,Tajpur Road/NH-95,19.63,"[30.90412, 30.90406]","[75.90377, 75.90366]",4,0.58686,+,0.77,35.0,4.7651,19.63,TR
111,Tajpur Road/NH-95,19.63,"[30.90406, 30.9039]","[75.90366, 75.90334]",4,0.58686,+,0.77,35.0,4.7651,19.63,TR
112,Tajpur Road/NH-95,19.63,"[30.9039, 30.90361]","[75.90334, 75.90276]",4,0.58686,+,0.77,35.0,4.7651,19.63,TR
113,Tajpur Road/NH-95,19.63,"[30.90361, 30.90351]","[75.90276, 75.90257]",4,0.58686,+,0.77,35.0,4.7651,19.63,TR
114,Tajpur Road/NH-95,19.63,"[30.90351, 30.90309]","[75.90257, 75.90179]",4,0.58686,+,0.77,35.0,4.7651,19.63,TR
115,Tajpur Road/NH-95,19.63,"[30.90309, 30.90288]","[75.90179, 75.90142]",4,0.58686,+,0.77,35.0,4.7651,19.63,TR
116,Tajpur Road/NH-95,10.6,"[30.90288, 30.90309]","[75.90142, 75.90179]",4,0.04234,-,0.76,22.0,2.71828,10.6,TR
117,Jamalpur Village Road,19.85,"[30.90309, 30.90351]","[75.90179, 75.90257]",4,0.54452,-,0.98,34.0,5.65994,19.85,TR
118,Jamalpur Village Road,19.85,"[30.90351, 30.90361]","[75.90257, 75.90276]",4,0.54452,-,0.98,34.0,5.65994,19.85,TR
119,Jamalpur Village Road,19.85,"[30.90361, 30.9039]","[75.90276, 75.90334]",4,0.54452,-,0.98,34.0,5.65994,19.85,TR
120,Jamalpur Village Road,19.85,"[30.9039, 30.90406]","[75.90334, 75.90366]",4,0.54452,-,0.98,34.0,5.65994,19.85,TR
121,Jamalpur Village Road,19.85,"[30.90406, 30.90412]","[75.90366, 75.90377]",4,0.54452,-,0.98,34.0,5.65994,19.85,TR
122,Jamalpur Village Road,19.85,"[30.90412, 30.90458]","[75.90377, 75.9046]",4,0.54452,-,0.98,34.0,5.65994,19.85,TR
123,Jamalpur Village Road,19.85,"[30.90458, 30.90497, 30.90523]","[75.9046, 75.90533, 75.90583]",4,0.54452,-,0.98,34.0,5.65994,19.85,TR
124,Jamalpur Village Road,19.85,"[30.90523, 30.90528]","[75.90583, 75.90592]",4,0.54452,-,0.98,34.0,5.65994,19.85,TR
125,Jamalpur Village Road,19.85,"[30.90528, 30.90537]","[75.90592, 75.9061]",4,0.54452,-,0.98,34.0,5.65994,19.85,TR
126,Jamalpur Village Road,19.85,"[30.90537, 30.90556]","[75.9061, 75.90647]",4,0.54452,-,0.98,34.0,5.65994,19.85,TR
127,Jamalpur Village Road,19.85,"[30.90556, 30.90565]","[75.90647, 75.90665]",4,0.54452,-,0.98,34.0,5.65994,19.85,TR
128,Ludhiana,14.91,"[30.90565, 30.90568]","[75.90665, 75.90672]",4,0.96228,-,0.75,29.0,5.17931,14.91,TR
129,Ludhiana,14.91,"[30.90568, 30.90578]","[75.90672, 75.90692]",4,0.96228,-,0.75,29.0,5.17931,14.91,TR
130,Ludhiana,14.91,"[30.90578, 30.90614]","[75.90692, 75.90764]",4,0.96228,-,0.75,29.0,5.17931,14.91,TR
131,Ludhiana,14.91,"[30.90614, 30.90635, 30.90665]","[75.90764, 75.9081, 75.90862]",4,0.96228,-,0.75,29.0,5.17931,14.91,TR
132,Ludhiana,14.91,"[30.90665, 30.90678]","[75.90862, 75.90888]",4,0.96228,-,0.75,29.0,5.17931,14.91,TR
133,Ludhiana,14.91,"[30.90678, 30.90693]","[75.90888, 75.90915]",4,0.96228,-,0.75,29.0,5.17931,14.91,TR
134,Ludhiana,14.91,"[30.90693, 30.90699]","[75.90915, 75.90926]",4,0.96228,-,0.75,29.0,5.17931,14.91,TR
135,Ludhiana,14.91,"[30.90699, 30.90734]","[75.90926, 75.90994]",4,0.96228,-,0.75,29.0,5.17931,14.91,TR
136,Ludhiana,14.91,"[30.90734, 30.9074]","[75.90994, 75.91005]",4,0.96228,-,0.75,29.0,5.17931,14.91,TR
137,Ludhiana,14.91,"[30.9074, 30.90747]","[75.91005, 75.91019]",4,0.96228,-,0.75,29.0,5.17931,14.91,TR
138,Ludhiana,14.91,"[30.90747, 30.90765]","[75.91019, 75.91053]",4,0.96228,-,0.75,29.0,5.17931,14.91,TR
139,Ludhiana,14.91,"[30.90765, 30.90771]","[75.91053, 75.91064]",4,0.96228,-,0.75,29.0,5.17931,14.91,TR
140,Ludhiana,14.91,"[30.90771, 30.90794]","[75.91064, 75.91107]",4,0.96228,-,0.75,29.0,5.17931,14.91,TR
141,Ludhiana,14.91,"[30.90794, 30.90828]","[75.91107, 75.91175]",4,0.96228,-,0.75,29.0,5.17931,14.91,TR
142,Ludhiana,14.91,"[30.90828, 30.90837]","[75.91175, 75.91192]",4,0.96228,-,0.75,29.0,5.17931,14.91,TR
143,Ludhiana,14.91,"[30.90837, 30.90858]","[75.91192, 75.91234]",4,0.96228,-,0.75,29.0,5.17931,14.91,TR
144,Ludhiana,14.91,"[30.90858, 30.90908]","[75.91234, 75.91332]",4,0.96228,-,0.75,29.0,5.17931,14.91,TR
145,Ludhiana,14.91,"[30.90908, 30.90941]","[75.91332, 75.91397]",4,0.96228,-,0.75,29.0,5.17931,14.91,TR
146,Ludhiana,14.91,"[30.90941, 30.90949]","[75.91397, 75.91413]",4,0.96228,-,0.75,29.0,5.17931,14.91,TR
147,Ludhiana,14.91,"[30.90949, 30.90966]","[75.91413, 75.91446]",4,0.96228,-,0.75,29.0,5.17931,14.91,TR
148,Ludhiana,14.91,"[30.90966, 30.91007]","[75.91446, 75.91531]",4,0.96228,-,0.75,29.0,5.17931,14.91,TR
149,Bhamian Road,18.57,"[30.91007, 30.91014]","[75.91531, 75.91544]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
150,Bhamian Road,18.57,"[30.91014, 30.91036]","[75.91544, 75.91586]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
151,Bhamian Road,18.57,"[30.91036, 30.9106]","[75.91586, 75.91632]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
152,Bhamian Road,18.57,"[30.9106, 30.91115]","[75.91632, 75.91732]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
153,Bhamian Road,18.57,"[30.91115, 30.91127, 30.91134]","[75.91732, 75.91753, 75.9177]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
154,Bhamian Road,18.57,"[30.91134, 30.91135]","[75.9177, 75.91782]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
155,Bhamian Road,18.57,"[30.91135, 30.91135]","[75.91782, 75.918]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
156,Bhamian Road,18.57,"[30.91135, 30.91132]","[75.918, 75.91887]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
157,Bhamian Road,18.57,"[30.91132, 30.91131]","[75.91887, 75.9191]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
158,Bhamian Road,18.57,"[30.91131, 30.91129]","[75.9191, 75.91988]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
159,Bhamian Road,18.57,"[30.91129, 30.91128]","[75.91988, 75.92016]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
160,Bhamian Road,18.57,"[30.91128, 30.91128]","[75.92016, 75.92036]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
161,Bhamian Road,18.57,"[30.91128, 30.91128]","[75.92036, 75.92045]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
162,Bhamian Road,18.57,"[30.91128, 30.91128]","[75.92045, 75.92081]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
163,Bhamian Road,18.57,"[30.91128, 30.91128]","[75.92081, 75.92121]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
164,Bhamian Road,18.57,"[30.91128, 30.91128]","[75.92121, 75.92127]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
165,Bhamian Road,18.57,"[30.91128, 30.91126]","[75.92127, 75.92174]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
166,Bhamian Road,18.57,"[30.91126, 30.91125]","[75.92174, 75.92224]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
167,Bhamian Road,18.57,"[30.91125, 30.91123]","[75.92224, 75.92261]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
168,Bhamian Road,18.57,"[30.91123, 30.91123]","[75.92261, 75.92313]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
169,Bhamian Road,18.57,"[30.91123, 30.91093, 30.91087, 30.91085, 30.91084, 30.91084]","[75.92313, 75.92315, 75.92316, 75.9232, 75.92326, 75.92341]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
170,Bhamian Road,18.57,"[30.91084, 30.91084]","[75.92341, 75.92358]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
171,Bhamian Road,18.57,"[30.91084, 30.91084]","[75.92358, 75.92394]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
172,Bhamian Road,18.57,"[30.91084, 30.91084]","[75.92394, 75.92419]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
173,Bhamian Road,18.57,"[30.91084, 30.91084]","[75.92419, 75.92494]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
174,Bhamian Road,18.57,"[30.91084, 30.91085]","[75.92494, 75.92516]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
175,Bhamian Road,18.57,"[30.91085, 30.91086]","[75.92516, 75.92561]",4,1.06289,-,0.84,25.0,1.82713,18.57,TR
176,SH-20/NH-95,12.0,"[30.91557, 30.91537]","[75.86246, 75.86262]",3,0.02693,+,0.7,20.0,2.9,12.0,TR
177,Bagh Suffian Road,14.53,"[30.91537, 30.91471]","[75.86262, 75.86292]",3,0.76089,+,0.74,24.0,3.59214,14.53,TR
178,Bagh Suffian Road,14.53,"[30.91471, 30.91464]","[75.86292, 75.86295]",3,0.76089,+,0.74,24.0,3.59214,14.53,TR
179,Bagh Suffian Road,14.53,"[30.91464, 30.91452]","[75.86295, 75.86301]",3,0.76089,+,0.74,24.0,3.59214,14.53,TR
180,Bagh Suffian Road,14.53,"[30.91452, 30.91433]","[75.86301, 75.86309]",3,0.76089,+,0.74,24.0,3.59214,14.53,TR
181,Bagh Suffian Road,14.53,"[30.91433, 30.91396]","[75.86309, 75.86322]",3,0.76089,+,0.74,24.0,3.59214,14.53,TR
182,Bagh Suffian Road,14.53,"[30.91396, 30.91366]","[75.86322, 75.86336]",3,0.76089,+,0.74,24.0,3.59214,14.53,TR
183,Bagh Suffian Road,14.53,"[30.91366, 30.91342]","[75.86336, 75.86347]",3,0.76089,+,0.74,24.0,3.59214,14.53,TR
184,Bagh Suffian Road,14.53,"[30.91342, 30.91318]","[75.86347, 75.86356]",3,0.76089,+,0.74,24.0,3.59214,14.53,TR
185,Bagh Suffian Road,14.53,"[30.91318, 30.91305]","[75.86356, 75.86362]",3,0.76089,+,0.74,24.0,3.59214,14.53,TR
186,Bagh Suffian Road,14.53,"[30.91305, 30.91298]","[75.86362, 75.86364]",3,0.76089,+,0.74,24.0,3.59214,14.53,TR
187,Bagh Suffian Road,14.53,"[30.91298, 30.91275]","[75.86364, 75.86374]",3,0.76089,+,0.74,24.0,3.59214,14.53,TR
188,Bagh Suffian Road,14.53,"[30.91275, 30.91263]","[75.86374, 75.86378]",3,0.76089,+,0.74,24.0,3.59214,14.53,TR
189,Bagh Suffian Road,14.53,"[30.91263, 30.91227]","[75.86378, 75.86391]",3,0.76089,+,0.74,24.0,3.59214,14.53,TR
190,Bagh Suffian Road,14.53,"[30.91227, 30.91209]","[75.86391, 75.86399]",3,0.76089,+,0.74,24.0,3.59214,14.53,TR
191,Bagh Suffian Road,14.53,"[30.91209, 30.91193]","[75.86399, 75.86404]",3,0.76089,+,0.74,24.0,3.59214,14.53,TR
192,Bagh Suffian Road,14.53,"[30.91193, 30.91182]","[75.86404, 75.8641]",3,0.76089,+,0.74,24.0,3.59214,14.53,TR
