,names,speed,lattitude,Longitude,fc,le,qd,cn,ff,jf,sp,ty
2766,SH-11/Gill Road,13.53,"[30.89313, 30.89351]","[75.86207, 75.86199]",4,0.66903,-,0.82,26.0,4.91673,13.53,TR
2767,SH-11/Gill Road,13.53,"[30.89351, 30.89378]","[75.86199, 75.86194]",4,0.66903,-,0.82,26.0,4.91673,13.53,TR
2768,SH-11/Gill Road,13.53,"[30.89378, 30.89402]","[75.86194, 75.86188]",4,0.66903,-,0.82,26.0,4.91673,13.53,TR
2769,SH-11/Gill Road,13.53,"[30.89402, 30.89512]","[75.86188, 75.86162]",4,0.66903,-,0.82,26.0,4.91673,13.53,TR
2770,SH-11/Gill Road,13.53,"[30.89512, 30.89524, 30.89534, 30.89544, 30.8955]","[75.86162, 75.86158, 75.86154, 75.86148, 75.8614]",4,0.66903,-,0.82,26.0,4.91673,13.53,TR
2771,SH-11/Gill Road,13.53,"[30.8955, 30.89556]","[75.8614, 75.86128]",4,0.66903,-,0.82,26.0,4.91673,13.53,TR
2772,SH-11/Gill Road,13.53,"[30.89556, 30.89556]","[75.86128, 75.86095]",4,0.66903,-,0.82,26.0,4.91673,13.53,TR
2773,SH-11/Gill Road,13.53,"[30.89556, 30.89555]","[75.86095, 75.86038]",4,0.66903,-,0.82,26.0,4.91673,13.53,TR
2774,SH-11/Gill Road,13.53,"[30.89555, 30.89553]","[75.86038, 75.86003]",4,0.66903,-,0.82,26.0,4.91673,13.53,TR
2775,SH-11/Gill Road,13.53,"[30.89553, 30.89552]","[75.86003, 75.8596]",4,0.66903,-,0.82,26.0,4.91673,13.53,TR
2776,SH-11/Gill Road,13.53,"[30.89552, 30.89552]","[75.8596, 75.85932]",4,0.66903,-,0.82,26.0,4.91673,13.53,TR
2777,SH-11/Gill Road,13.53,"[30.89552, 30.89551]","[75.85932, 75.85895]",4,0.66903,-,0.82,26.0,4.91673,13.53,TR
2778,SH-11/Gill Road,13.53,"[30.89551, 30.89551]","[75.85895, 75.85883]",4,0.66903,-,0.82,26.0,4.91673,13.53,TR
2779,SH-11/Gill Road,13.53,"[30.89551, 30.89551]","[75.85883, 75.85848]",4,0.66903,-,0.82,26.0,4.91673,13.53,TR
2780,SH-11/Gill Road,13.53,"[30.89551, 30.89551]","[75.85848, 75.85833]",4,0.66903,-,0.82,26.0,4.91673,13.53,TR
2781,SH-11/Gill Road,13.53,"[30.89551, 30.89551]","[75.85833, 75.8582]",4,0.66903,-,0.82,26.0,4.91673,13.53,TR
2782,Overlock Road,18.0,"[30.89238, 30.89241]","[75.86233, 75.86242]",4,0.00922,-,0.71,21.0,0.0,18.0,TR
2783,NH-1/G. T. Road,20.73,"[30.89241, 30.89264]","[75.86242, 75.8632]",4,0.55055,-,0.71,28.0,3.46247,20.73,TR
2784,NH-1/G. T. Road,20.73,"[30.89264, 30.89268]","[75.8632, 75.8633]",4,0.55055,-,0.71,28.0,3.46247,20.73,TR
2785,NH-1/G. T. Road,20.73,"[30.89268, 30.89281]","[75.8633, 75.86348]",4,0.55055,-,0.71,28.0,3.46247,20.73,TR
2786,NH-1/G. T. Road,20.73,"[30.89281, 30.89288, 30.89301]","[75.86348, 75.86352, 75.86366]",4,0.55055,-,0.71,28.0,3.46247,20.73,TR
2787,NH-1/G. T. Road,20.73,"[30.89301, 30.89314]","[75.86366, 75.86381]",4,0.55055,-,0.71,28.0,3.46247,20.73,TR
2788,NH-1/G. T. Road,20.73,"[30.89314, 30.89337]","[75.86381, 75.86408]",4,0.55055,-,0.71,28.0,3.46247,20.73,TR
2789,NH-1/G. T. Road,20.73,"[30.89337, 30.89369]","[75.86408, 75.86442]",4,0.55055,-,0.71,28.0,3.46247,20.73,TR
2790,NH-1/G. T. Road,20.73,"[30.89369, 30.89392]","[75.86442, 75.86465]",4,0.55055,-,0.71,28.0,3.46247,20.73,TR
2791,NH-1/G. T. Road,20.73,"[30.89392, 30.8943]","[75.86465, 75.86507]",4,0.55055,-,0.71,28.0,3.46247,20.73,TR
2792,NH-1/G. T. Road,20.73,"[30.8943, 30.89435]","[75.86507, 75.86511]",4,0.55055,-,0.71,28.0,3.46247,20.73,TR
2793,NH-1/G. T. Road,20.73,"[30.89435, 30.89473]","[75.86511, 75.86552]",4,0.55055,-,0.71,28.0,3.46247,20.73,TR
2794,NH-1/G. T. Road,20.73,"[30.89473, 30.89512, 30.89515]","[75.86552, 75.86594, 75.866]",4,0.55055,-,0.71,28.0,3.46247,20.73,TR
2795,NH-1/G. T. Road,20.73,"[30.89515, 30.89555]","[75.866, 75.8664]",4,0.55055,-,0.71,28.0,3.46247,20.73,TR
2796,NH-1/G. T. Road,20.73,"[30.89555, 30.8957]","[75.8664, 75.8666]",4,0.55055,-,0.71,28.0,3.46247,20.73,TR
2797,R. K. Road,12.26,"[30.89397, 30.89412]","[75.88047, 75.88056]",4,0.03551,+,0.71,23.0,4.5219,12.26,TR
2798,R. K. Road,12.26,"[30.89412, 30.89425]","[75.88056, 75.88065]",4,0.03551,+,0.71,23.0,4.5219,12.26,TR
2799,Link Road,12.8,"[30.89425, 30.89488]","[75.88065, 75.8811]",4,1.13049,+,0.71,23.0,4.18371,12.8,TR
2800,Link Road,12.8,"[30.89488, 30.89568]","[75.8811, 75.88164]",4,1.13049,+,0.71,23.0,4.18371,12.8,TR
2801,Link Road,12.8,"[30.89568, 30.89594, 30.89602, 30.8961, 30.89621, 30.89631, 30.89642]","[75.88164, 75.88182, 75.88185, 75.88187, 75.88188, 75.88187, 75.88184]",4,1.13049,+,0.71,23.0,4.18371,12.8,TR
2802,Link Road,12.8,"[30.89642, 30.89651, 30.8966]","[75.88184, 75.8818, 75.88175]",4,1.13049,+,0.71,23.0,4.18371,12.8,TR
2803,Link Road,12.8,"[30.8966, 30.89668, 30.89674, 30.89681]","[75.88175, 75.88165, 75.88155, 75.88141]",4,1.13049,+,0.71,23.0,4.18371,12.8,TR
2804,Link Road,12.8,"[30.89681, 30.89686]","[75.88141, 75.88132]",4,1.13049,+,0.71,23.0,4.18371,12.8,TR
2805,Link Road,12.8,"[30.89686, 30.89693]","[75.88132, 75.8812]",4,1.13049,+,0.71,23.0,4.18371,12.8,TR
2806,Link Road,12.8,"[30.89693, 30.89725]","[75.8812, 75.88058]",4,1.13049,+,0.71,23.0,4.18371,12.8,TR
2807,Link Road,12.8,"[30.89725, 30.89736]","[75.88058, 75.88038]",4,1.13049,+,0.71,23.0,4.18371,12.8,TR
2808,Link Road,12.8,"[30.89736, 30.89752]","[75.88038, 75.8801]",4,1.13049,+,0.71,23.0,4.18371,12.8,TR
2809,Link Road,12.8,"[30.89752, 30.89779]","[75.8801, 75.8796]",4,1.13049,+,0.71,23.0,4.18371,12.8,TR
2810,Link Road,12.8,"[30.89779, 30.89804]","[75.8796, 75.87913]",4,1.13049,+,0.71,23.0,4.18371,12.8,TR
2811,Link Road,12.8,"[30.89804, 30.89821]","[75.87913, 75.87877]",4,1.13049,+,0.71,23.0,4.18371,12.8,TR
2812,Link Road,12.8,"[30.89821, 30.89856]","[75.87877, 75.87808]",4,1.13049,+,0.71,23.0,4.18371,12.8,TR
2813,Link Road,12.8,"[30.89856, 30.89879]","[75.87808, 75.87763]",4,1.13049,+,0.71,23.0,4.18371,12.8,TR
2814,Link Road,12.8,"[30.89879, 30.89966]","[75.87763, 75.87594]",4,1.13049,+,0.71,23.0,4.18371,12.8,TR
2815,Link Road,12.8,"[30.89966, 30.90003]","[75.87594, 75.87523]",4,1.13049,+,0.71,23.0,4.18371,12.8,TR
2816,Link Road,12.8,"[30.90003, 30.90041]","[75.87523, 75.87449]",4,1.13049,+,0.71,23.0,4.18371,12.8,TR
2817,Link Road,12.8,"[30.90041, 30.90053]","[75.87449, 75.87429]",4,1.13049,+,0.71,23.0,4.18371,12.8,TR
2818,Link Road,18.0,"[30.90053, 30.90041]","[75.87429, 75.87449]",4,0.02329,-,0.7,25.0,3.73333,18.0,TR
2819,R. K. Road,14.51,"[30.90041, 30.90003]","[75.87449, 75.87523]",4,1.1427,-,0.72,22.0,2.7193,14.51,TR
2820,R. K. Road,14.51,"[30.90003, 30.89966]","[75.87523, 75.87594]",4,1.1427,-,0.72,22.0,2.7193,14.51,TR
2821,R. K. Road,14.51,"[30.89966, 30.89879]","[75.87594, 75.87763]",4,1.1427,-,0.72,22.0,2.7193,14.51,TR
2822,R. K. Road,14.51,"[30.89879, 30.89856]","[75.87763, 75.87808]",4,1.1427,-,0.72,22.0,2.7193,14.51,TR
2823,R. K. Road,14.51,"[30.89856, 30.89821]","[75.87808, 75.87877]",4,1.1427,-,0.72,22.0,2.7193,14.51,TR
2824,R. K. Road,14.51,"[30.89821, 30.89804]","[75.87877, 75.87913]",4,1.1427,-,0.72,22.0,2.7193,14.51,TR
2825,R. K. Road,14.51,"[30.89804, 30.89779]","[75.87913, 75.8796]",4,1.1427,-,0.72,22.0,2.7193,14.51,TR
2826,R. K. Road,14.51,"[30.89779, 30.89752]","[75.8796, 75.8801]",4,1.1427,-,0.72,22.0,2.7193,14.51,TR
2827,R. K. Road,14.51,"[30.89752, 30.89736]","[75.8801, 75.88038]",4,1.1427,-,0.72,22.0,2.7193,14.51,TR
2828,R. K. Road,14.51,"[30.89736, 30.89725]","[75.88038, 75.88058]",4,1.1427,-,0.72,22.0,2.7193,14.51,TR
2829,R. K. Road,14.51,"[30.89725, 30.89693]","[75.88058, 75.8812]",4,1.1427,-,0.72,22.0,2.7193,14.51,TR
2830,R. K. Road,14.51,"[30.89693, 30.89686]","[75.8812, 75.88132]",4,1.1427,-,0.72,22.0,2.7193,14.51,TR
2831,R. K. Road,14.51,"[30.89686, 30.89681]","[75.88132, 75.88141]",4,1.1427,-,0.72,22.0,2.7193,14.51,TR
2832,R. K. Road,14.51,"[30.89681, 30.89674, 30.89668, 30.8966]","[75.88141, 75.88155, 75.88165, 75.88175]",4,1.1427,-,0.72,22.0,2.7193,14.51,TR
2833,R. K. Road,14.51,"[30.8966, 30.89651, 30.89642]","[75.88175, 75.8818, 75.88184]",4,1.1427,-,0.72,22.0,2.7193,14.51,TR
2834,R. K. Road,14.51,"[30.89642, 30.89631, 30.89621, 30.8961, 30.89602, 30.89594, 30.89568]","[75.88184, 75.88187, 75.88188, 75.88187, 75.88185, 75.88182, 75.88164]",4,1.1427,-,0.72,22.0,2.7193,14.51,TR
2835,R. K. Road,14.51,"[30.89568, 30.89488]","[75.88164, 75.8811]",4,1.1427,-,0.72,22.0,2.7193,14.51,TR
2836,R. K. Road,14.51,"[30.89488, 30.89425]","[75.8811, 75.88065]",4,1.1427,-,0.72,22.0,2.7193,14.51,TR
2837,R. K. Road,14.51,"[30.89425, 30.89412]","[75.88065, 75.88056]",4,1.1427,-,0.72,22.0,2.7193,14.51,TR
2838,R. K. Road,14.51,"[30.89412, 30.89397]","[75.88056, 75.88047]",4,1.1427,-,0.72,22.0,2.7193,14.51,TR
2839,Circular Road/Gaushala Road,13.0,"[30.91652, 30.9163]","[75.86989, 75.86995]",4,0.02505,+,0.7,19.0,2.9,13.0,TR
2840,Kashmir Nagar Road,18.0,"[30.9163, 30.9161, 30.91593]","[75.86995, 75.86997, 75.86998]",4,0.15265,+,0.7,23.0,2.89855,18.0,TR
2841,Kashmir Nagar Road,18.0,"[30.91593, 30.91581, 30.91565]","[75.86998, 75.86998, 75.87001]",4,0.15265,+,0.7,23.0,2.89855,18.0,TR
2842,Kashmir Nagar Road,18.0,"[30.91565, 30.91549, 30.9154]","[75.87001, 75.87003, 75.87005]",4,0.15265,+,0.7,23.0,2.89855,18.0,TR
2843,Kashmir Nagar Road,18.0,"[30.9154, 30.91537, 30.91528]","[75.87005, 75.87006, 75.87008]",4,0.15265,+,0.7,23.0,2.89855,18.0,TR
2844,Kashmir Nagar Road,18.0,"[30.91528, 30.91506, 30.915]","[75.87008, 75.87019, 75.87022]",4,0.15265,+,0.7,23.0,2.89855,18.0,TR
2845,Kashmir Nagar Road,18.0,"[30.915, 30.91496]","[75.87022, 75.87024]",4,0.15265,+,0.7,23.0,2.89855,18.0,TR
2846,NH-95/Samrala Road,13.0,"[30.91496, 30.91462]","[75.87024, 75.8704]",4,0.21235,+,0.7,21.0,2.9,13.0,TR
2847,NH-95/Samrala Road,13.0,"[30.91462, 30.91453]","[75.8704, 75.87045]",4,0.21235,+,0.7,21.0,2.9,13.0,TR
2848,NH-95/Samrala Road,13.0,"[30.91453, 30.9144]","[75.87045, 75.87052]",4,0.21235,+,0.7,21.0,2.9,13.0,TR
2849,NH-95/Samrala Road,13.0,"[30.9144, 30.9142]","[75.87052, 75.87061]",4,0.21235,+,0.7,21.0,2.9,13.0,TR
2850,NH-95/Samrala Road,13.0,"[30.9142, 30.91399]","[75.87061, 75.87072]",4,0.21235,+,0.7,21.0,2.9,13.0,TR
2851,NH-95/Samrala Road,13.0,"[30.91399, 30.91391]","[75.87072, 75.87077]",4,0.21235,+,0.7,21.0,2.9,13.0,TR
2852,NH-95/Samrala Road,13.0,"[30.91391, 30.91333]","[75.87077, 75.87107]",4,0.21235,+,0.7,21.0,2.9,13.0,TR
2853,NH-95/Samrala Road,13.0,"[30.91333, 30.9132]","[75.87107, 75.87111]",4,0.21235,+,0.7,21.0,2.9,13.0,TR
2854,NH-95/Samrala Road,11.0,"[30.9132, 30.91333]","[75.87111, 75.87107]",4,0.01491,-,0.7,17.0,2.9,11.0,TR
2855,Kashmir Nagar Road,11.72,"[30.91333, 30.91391]","[75.87107, 75.87077]",4,0.19744,-,0.71,20.0,3.52181,11.72,TR
2856,Kashmir Nagar Road,11.72,"[30.91391, 30.91399]","[75.87077, 75.87072]",4,0.19744,-,0.71,20.0,3.52181,11.72,TR
2857,Kashmir Nagar Road,11.72,"[30.91399, 30.9142]","[75.87072, 75.87061]",4,0.19744,-,0.71,20.0,3.52181,11.72,TR
2858,Kashmir Nagar Road,11.72,"[30.9142, 30.9144]","[75.87061, 75.87052]",4,0.19744,-,0.71,20.0,3.52181,11.72,TR
2859,Kashmir Nagar Road,11.72,"[30.9144, 30.91453]","[75.87052, 75.87045]",4,0.19744,-,0.71,20.0,3.52181,11.72,TR
2860,Kashmir Nagar Road,11.72,"[30.91453, 30.91462]","[75.87045, 75.8704]",4,0.19744,-,0.71,20.0,3.52181,11.72,TR
2861,Kashmir Nagar Road,11.72,"[30.91462, 30.91496]","[75.8704, 75.87024]",4,0.19744,-,0.71,20.0,3.52181,11.72,TR
2862,Circular Road/Gaushala Road,17.93,"[30.91496, 30.915]","[75.87024, 75.87022]",4,0.17771,-,0.71,24.0,1.70284,17.93,TR
2863,Circular Road/Gaushala Road,17.93,"[30.915, 30.91506, 30.91528]","[75.87022, 75.87019, 75.87008]",4,0.17771,-,0.71,24.0,1.70284,17.93,TR
2864,Circular Road/Gaushala Road,17.93,"[30.91528, 30.91537, 30.9154]","[75.87008, 75.87006, 75.87005]",4,0.17771,-,0.71,24.0,1.70284,17.93,TR
2865,Circular Road/Gaushala Road,17.93,"[30.9154, 30.91549, 30.91565]","[75.87005, 75.87003, 75.87001]",4,0.17771,-,0.71,24.0,1.70284,17.93,TR
2866,Circular Road/Gaushala Road,17.93,"[30.91565, 30.91581, 30.91593]","[75.87001, 75.86998, 75.86998]",4,0.17771,-,0.71,24.0,1.70284,17.93,TR
2867,Circular Road/Gaushala Road,17.93,"[30.91593, 30.9161, 30.9163]","[75.86998, 75.86997, 75.86995]",4,0.17771,-,0.71,24.0,1.70284,17.93,TR
2868,Circular Road/Gaushala Road,17.93,"[30.9163, 30.91652]","[75.86995, 75.86989]",4,0.17771,-,0.71,24.0,1.70284,17.93,TR
2869,NH-95/Samrala Road,14.0,"[30.91323, 30.91314]","[75.87086, 75.87088]",4,0.0347,+,0.7,21.0,2.9,14.0,TR
2870,NH-95/Samrala Road,14.0,"[30.91314, 30.91294]","[75.87088, 75.87099]",4,0.0347,+,0.7,21.0,2.9,14.0,TR
2871,Link Road,13.0,"[30.91294, 30.91277]","[75.87099, 75.87107]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2872,Link Road,13.0,"[30.91277, 30.91273, 30.91268, 30.91265, 30.91262]","[75.87107, 75.8711, 75.87115, 75.87123, 75.87135]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2873,Link Road,13.0,"[30.91262, 30.91259, 30.91253]","[75.87135, 75.87148, 75.87164]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2874,Link Road,13.0,"[30.91253, 30.9125, 30.91247, 30.91239, 30.91232]","[75.87164, 75.8717, 75.87175, 75.87186, 75.87195]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2875,Link Road,13.0,"[30.91232, 30.91208]","[75.87195, 75.8722]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2876,Link Road,13.0,"[30.91208, 30.91184]","[75.8722, 75.87246]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2877,Link Road,13.0,"[30.91184, 30.91162]","[75.87246, 75.87274]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2878,Link Road,13.0,"[30.91162, 30.91157]","[75.87274, 75.87279]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2879,Link Road,13.0,"[30.91157, 30.91125]","[75.87279, 75.87313]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2880,Link Road,13.0,"[30.91125, 30.91099]","[75.87313, 75.87343]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2881,Link Road,13.0,"[30.91099, 30.91074]","[75.87343, 75.87374]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2882,Link Road,13.0,"[30.91074, 30.91049]","[75.87374, 75.87402]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2883,Link Road,13.0,"[30.91049, 30.91033]","[75.87402, 75.8742]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2884,Link Road,13.0,"[30.91033, 30.91023]","[75.8742, 75.87431]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2885,Link Road,13.0,"[30.91023, 30.91019]","[75.87431, 75.87436]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2886,Link Road,13.0,"[30.91019, 30.91012, 30.91006, 30.90996]","[75.87436, 75.87442, 75.87447, 75.87452]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2887,Link Road,13.0,"[30.90996, 30.90988]","[75.87452, 75.87456]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2888,Link Road,13.0,"[30.90988, 30.90976]","[75.87456, 75.87462]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2889,Link Road,13.0,"[30.90976, 30.9095]","[75.87462, 75.87474]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2890,Link Road,13.0,"[30.9095, 30.90916]","[75.87474, 75.87487]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2891,Link Road,13.0,"[30.90916, 30.90853]","[75.87487, 75.87517]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2892,Link Road,13.0,"[30.90853, 30.90823, 30.90785]","[75.87517, 75.87531, 75.87547]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2893,Link Road,13.0,"[30.90785, 30.90753]","[75.87547, 75.87562]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2894,Link Road,13.0,"[30.90753, 30.90748]","[75.87562, 75.87564]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2895,Link Road,13.0,"[30.90748, 30.90714]","[75.87564, 75.87579]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2896,Link Road,13.0,"[30.90714, 30.90688]","[75.87579, 75.87591]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2897,Link Road,13.0,"[30.90688, 30.90653]","[75.87591, 75.87608]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2898,Link Road,13.0,"[30.90653, 30.90621]","[75.87608, 75.87623]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2899,Link Road,13.0,"[30.90621, 30.90598, 30.9057, 30.90556, 30.90546]","[75.87623, 75.87633, 75.87644, 75.87649, 75.87652]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2900,Link Road,13.0,"[30.90546, 30.90526]","[75.87652, 75.87656]",4,1.03764,+,0.7,15.0,1.77777,13.0,TR
2901,Link Road,11.0,"[30.90526, 30.90546]","[75.87656, 75.87652]",4,0.0225,-,0.71,23.0,5.30434,11.0,TR
2902,NH-95/Samrala Road,14.0,"[30.90546, 30.90556, 30.9057, 30.90598, 30.90621]","[75.87652, 75.87649, 75.87644, 75.87633, 75.87623]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2903,NH-95/Samrala Road,14.0,"[30.90621, 30.90653]","[75.87623, 75.87608]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2904,NH-95/Samrala Road,14.0,"[30.90653, 30.90688]","[75.87608, 75.87591]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2905,NH-95/Samrala Road,14.0,"[30.90688, 30.90714]","[75.87591, 75.87579]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2906,NH-95/Samrala Road,14.0,"[30.90714, 30.90748]","[75.87579, 75.87564]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2907,NH-95/Samrala Road,14.0,"[30.90748, 30.90753]","[75.87564, 75.87562]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2908,NH-95/Samrala Road,14.0,"[30.90753, 30.90785]","[75.87562, 75.87547]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2909,NH-95/Samrala Road,14.0,"[30.90785, 30.90823, 30.90853]","[75.87547, 75.87531, 75.87517]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2910,NH-95/Samrala Road,14.0,"[30.90853, 30.90916]","[75.87517, 75.87487]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2911,NH-95/Samrala Road,14.0,"[30.90916, 30.9095]","[75.87487, 75.87474]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2912,NH-95/Samrala Road,14.0,"[30.9095, 30.90976]","[75.87474, 75.87462]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2913,NH-95/Samrala Road,14.0,"[30.90976, 30.90988]","[75.87462, 75.87456]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2914,NH-95/Samrala Road,14.0,"[30.90988, 30.90996]","[75.87456, 75.87452]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2915,NH-95/Samrala Road,14.0,"[30.90996, 30.91006, 30.91012, 30.91019]","[75.87452, 75.87447, 75.87442, 75.87436]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2916,NH-95/Samrala Road,14.0,"[30.91019, 30.91023]","[75.87436, 75.87431]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2917,NH-95/Samrala Road,14.0,"[30.91023, 30.91033]","[75.87431, 75.8742]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2918,NH-95/Samrala Road,14.0,"[30.91033, 30.91049]","[75.8742, 75.87402]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2919,NH-95/Samrala Road,14.0,"[30.91049, 30.91074]","[75.87402, 75.87374]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2920,NH-95/Samrala Road,14.0,"[30.91074, 30.91099]","[75.87374, 75.87343]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2921,NH-95/Samrala Road,14.0,"[30.91099, 30.91125]","[75.87343, 75.87313]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2922,NH-95/Samrala Road,14.0,"[30.91125, 30.91157]","[75.87313, 75.87279]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2923,NH-95/Samrala Road,14.0,"[30.91157, 30.91162]","[75.87279, 75.87274]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2924,NH-95/Samrala Road,14.0,"[30.91162, 30.91184]","[75.87274, 75.87246]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2925,NH-95/Samrala Road,14.0,"[30.91184, 30.91208]","[75.87246, 75.8722]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2926,NH-95/Samrala Road,14.0,"[30.91208, 30.91232]","[75.8722, 75.87195]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2927,NH-95/Samrala Road,14.0,"[30.91232, 30.91239, 30.91247, 30.9125, 30.91253]","[75.87195, 75.87186, 75.87175, 75.8717, 75.87164]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2928,NH-95/Samrala Road,14.0,"[30.91253, 30.91259, 30.91262]","[75.87164, 75.87148, 75.87135]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2929,NH-95/Samrala Road,14.0,"[30.91262, 30.91265, 30.91268, 30.91273, 30.91277]","[75.87135, 75.87123, 75.87115, 75.8711, 75.87107]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2930,NH-95/Samrala Road,14.0,"[30.91277, 30.91294]","[75.87107, 75.87099]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2931,NH-95/Samrala Road,14.0,"[30.91294, 30.91314]","[75.87099, 75.87088]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2932,NH-95/Samrala Road,14.0,"[30.91314, 30.91323]","[75.87088, 75.87086]",4,1.04984,-,0.7,16.0,1.66666,14.0,TR
2933,AH1/G T Road/Jalandhar Bypass,15.0,"[30.9166, 30.91654]","[75.8768, 75.87621]",4,0.05678,+,0.7,22.0,2.9,15.0,TR
2934,Kashmir Nagar Chowk,22.0,"[30.91654, 30.91645]","[75.87621, 75.87558]",4,0.39045,+,0.7,29.0,3.21839,22.0,TR
2935,Kashmir Nagar Chowk,22.0,"[30.91645, 30.91638]","[75.87558, 75.87526]",4,0.39045,+,0.7,29.0,3.21839,22.0,TR
2936,Kashmir Nagar Chowk,22.0,"[30.91638, 30.9163]","[75.87526, 75.87484]",4,0.39045,+,0.7,29.0,3.21839,22.0,TR
2937,Kashmir Nagar Chowk,22.0,"[30.9163, 30.91621]","[75.87484, 75.87431]",4,0.39045,+,0.7,29.0,3.21839,22.0,TR
2938,Kashmir Nagar Chowk,22.0,"[30.91621, 30.91618]","[75.87431, 75.87409]",4,0.39045,+,0.7,29.0,3.21839,22.0,TR
2939,Kashmir Nagar Chowk,22.0,"[30.91618, 30.91603]","[75.87409, 75.87321]",4,0.39045,+,0.7,29.0,3.21839,22.0,TR
2940,Kashmir Nagar Chowk,22.0,"[30.91603, 30.91601]","[75.87321, 75.87309]",4,0.39045,+,0.7,29.0,3.21839,22.0,TR
2941,Kashmir Nagar Chowk,22.0,"[30.91601, 30.91595]","[75.87309, 75.87281]",4,0.39045,+,0.7,29.0,3.21839,22.0,TR
2942,Kashmir Nagar Chowk,22.0,"[30.91595, 30.91587]","[75.87281, 75.87247]",4,0.39045,+,0.7,29.0,3.21839,22.0,TR
2943,Kashmir Nagar Chowk,22.0,"[30.91587, 30.9158]","[75.87247, 75.87222]",4,0.39045,+,0.7,29.0,3.21839,22.0,TR
2944,Kashmir Nagar Road,21.0,"[30.9158, 30.91588]","[75.87222, 75.87206]",4,0.23786,+,0.7,28.0,3.33333,21.0,TR
2945,Kashmir Nagar Road,21.0,"[30.91588, 30.91593]","[75.87206, 75.87197]",4,0.23786,+,0.7,28.0,3.33333,21.0,TR
2946,Kashmir Nagar Road,21.0,"[30.91593, 30.91601]","[75.87197, 75.87179]",4,0.23786,+,0.7,28.0,3.33333,21.0,TR
2947,Kashmir Nagar Road,21.0,"[30.91601, 30.91611]","[75.87179, 75.87151]",4,0.23786,+,0.7,28.0,3.33333,21.0,TR
2948,Kashmir Nagar Road,21.0,"[30.91611, 30.91615]","[75.87151, 75.87137]",4,0.23786,+,0.7,28.0,3.33333,21.0,TR
